Reporter,Reporter_ISO,Partner_Code,Partner,Partner_ISO,Commodity_Code,Commodity,Trade_Value
Latvia,LVA,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",3172
Lithuania,LTU,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",590
Luxembourg,LUX,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",304777
Malaysia,MYS,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",17331285
Mauritius,MUS,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",857
Mexico,MEX,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",3793
"Other Asia, nes",,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",14587054
Rep. of Moldova,MDA,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",1330
Netherlands,NLD,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",397851
New Zealand,NZL,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",2361
Norway,NOR,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",1855
Pakistan,PAK,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",369419
Philippines,PHL,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",479627
Poland,POL,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",347609
Portugal,PRT,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",25444
Russian Federation,RUS,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",2957
Saudi Arabia,SAU,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",74400
Serbia,SRB,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",4
India,IND,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",3412700
Singapore,SGP,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",7385527
Slovakia,SVK,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",16555
Slovenia,SVN,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",332614
South Africa,ZAF,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",26935
Spain,ESP,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",199565
Sweden,SWE,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",13448
Switzerland,CHE,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",556629
Thailand,THA,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",33374511
United Arab Emirates,ARE,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",74252
Turkey,TUR,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",454133
Egypt,EGY,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",1236
United Kingdom,GBR,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",365345
USA,USA,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",13485477
Samoa,WSM,704,Viet Nam,VNM,3923,"Containers, bobbins and packages, of plastics",2
Argentina,ARG,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",30
Australia,AUS,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",52164
Austria,AUT,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",12671
Belgium,BEL,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",15153
Canada,CAN,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",4814
Sri Lanka,LKA,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",1
Chile,CHL,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",74
China,CHN,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",71562393
Czechia,CZE,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",1457
Denmark,DNK,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",31075
Estonia,EST,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",722
Finland,FIN,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",668
France,FRA,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",93476
Germany,DEU,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",1185049
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",2691299
Hungary,HUN,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",816
Indonesia,IDN,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",810596
Israel,ISR,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",3000
Italy,ITA,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",94032
Japan,JPN,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",3768193
Kazakhstan,KAZ,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",412
Rep. of Korea,KOR,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",4019945
Malaysia,MYS,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",560425
"Other Asia, nes",,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",2663273
Netherlands,NLD,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",15317
New Zealand,NZL,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",13216
Philippines,PHL,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",65431
Poland,POL,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",41844
Russian Federation,RUS,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",32093
India,IND,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",211097
Singapore,SGP,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",533592
Spain,ESP,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",20222
Sweden,SWE,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",22686
Switzerland,CHE,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",145271
Thailand,THA,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",9880035
United Arab Emirates,ARE,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",11926
Turkey,TUR,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",200404
United Kingdom,GBR,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",39638
USA,USA,704,Viet Nam,VNM,3924,"Plastic table, kitchen, household, toilet articles",760093
Australia,AUS,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,14806
Austria,AUT,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,3206
Belgium,BEL,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,250046
China,CHN,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,25113269
Czechia,CZE,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,10874
Estonia,EST,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,4438
Finland,FIN,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,2
France,FRA,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,253365
Germany,DEU,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,675064
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,106703
Hungary,HUN,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,54
Indonesia,IDN,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,1531717
Italy,ITA,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,64329
Japan,JPN,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,8465347
Rep. of Korea,KOR,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,3885987
Malaysia,MYS,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,1680396
"Other Asia, nes",,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,2374345
Netherlands,NLD,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,113764
New Zealand,NZL,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,4222
Philippines,PHL,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,286809
Poland,POL,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,4732
Portugal,PRT,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,674
Russian Federation,RUS,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,2476943
India,IND,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,52000
Singapore,SGP,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,818293
Spain,ESP,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,20126
Switzerland,CHE,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,4198
Thailand,THA,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,5427633
Turkey,TUR,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,332765
United Kingdom,GBR,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,73476
USA,USA,704,Viet Nam,VNM,3925,Plastic articles for use in construction nes,223724
Azerbaijan,AZE,704,Viet Nam,VNM,3926,Plastic articles nes,563
Argentina,ARG,704,Viet Nam,VNM,3926,Plastic articles nes,2802
Australia,AUS,704,Viet Nam,VNM,3926,Plastic articles nes,244823
Austria,AUT,704,Viet Nam,VNM,3926,Plastic articles nes,324236
Barbados,BRB,704,Viet Nam,VNM,3926,Plastic articles nes,74
Belgium,BEL,704,Viet Nam,VNM,3926,Plastic articles nes,617311
Brazil,BRA,704,Viet Nam,VNM,3926,Plastic articles nes,61919
Brunei Darussalam,BRN,704,Viet Nam,VNM,3926,Plastic articles nes,7238
Bulgaria,BGR,704,Viet Nam,VNM,3926,Plastic articles nes,355127
Belarus,BLR,704,Viet Nam,VNM,3926,Plastic articles nes,14500
Cambodia,KHM,704,Viet Nam,VNM,3926,Plastic articles nes,509198
Canada,CAN,704,Viet Nam,VNM,3926,Plastic articles nes,817701
Sri Lanka,LKA,704,Viet Nam,VNM,3926,Plastic articles nes,48855
China,CHN,704,Viet Nam,VNM,3926,Plastic articles nes,282542058
Costa Rica,CRI,704,Viet Nam,VNM,3926,Plastic articles nes,26
Croatia,HRV,704,Viet Nam,VNM,3926,Plastic articles nes,4055
Czechia,CZE,704,Viet Nam,VNM,3926,Plastic articles nes,1015671
Denmark,DNK,704,Viet Nam,VNM,3926,Plastic articles nes,265674
El Salvador,SLV,704,Viet Nam,VNM,3926,Plastic articles nes,8432
Ethiopia,ETH,704,Viet Nam,VNM,3926,Plastic articles nes,2441
Estonia,EST,704,Viet Nam,VNM,3926,Plastic articles nes,618
Finland,FIN,704,Viet Nam,VNM,3926,Plastic articles nes,327671
France,FRA,704,Viet Nam,VNM,3926,Plastic articles nes,2817716
Germany,DEU,704,Viet Nam,VNM,3926,Plastic articles nes,9416624
Greece,GRC,704,Viet Nam,VNM,3926,Plastic articles nes,273
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,3926,Plastic articles nes,72519311
Hungary,HUN,704,Viet Nam,VNM,3926,Plastic articles nes,3114121
Indonesia,IDN,704,Viet Nam,VNM,3926,Plastic articles nes,5885016
Ireland,IRL,704,Viet Nam,VNM,3926,Plastic articles nes,214639
Israel,ISR,704,Viet Nam,VNM,3926,Plastic articles nes,1838000
Italy,ITA,704,Viet Nam,VNM,3926,Plastic articles nes,5881561
Japan,JPN,704,Viet Nam,VNM,3926,Plastic articles nes,150460303
Kazakhstan,KAZ,704,Viet Nam,VNM,3926,Plastic articles nes,102
Rep. of Korea,KOR,704,Viet Nam,VNM,3926,Plastic articles nes,124543549
Latvia,LVA,704,Viet Nam,VNM,3926,Plastic articles nes,133183
Lithuania,LTU,704,Viet Nam,VNM,3926,Plastic articles nes,17826
Luxembourg,LUX,704,Viet Nam,VNM,3926,Plastic articles nes,20305
"China, Macao SAR",MAC,704,Viet Nam,VNM,3926,Plastic articles nes,13946
Malaysia,MYS,704,Viet Nam,VNM,3926,Plastic articles nes,8565066
Mauritius,MUS,704,Viet Nam,VNM,3926,Plastic articles nes,1841
Mexico,MEX,704,Viet Nam,VNM,3926,Plastic articles nes,21499
"Other Asia, nes",,704,Viet Nam,VNM,3926,Plastic articles nes,50755346
Netherlands,NLD,704,Viet Nam,VNM,3926,Plastic articles nes,3256622
New Zealand,NZL,704,Viet Nam,VNM,3926,Plastic articles nes,274706
Norway,NOR,704,Viet Nam,VNM,3926,Plastic articles nes,32293
Pakistan,PAK,704,Viet Nam,VNM,3926,Plastic articles nes,11677
Philippines,PHL,704,Viet Nam,VNM,3926,Plastic articles nes,4643080
Poland,POL,704,Viet Nam,VNM,3926,Plastic articles nes,378656
Portugal,PRT,704,Viet Nam,VNM,3926,Plastic articles nes,75746
Romania,ROU,704,Viet Nam,VNM,3926,Plastic articles nes,135589
Russian Federation,RUS,704,Viet Nam,VNM,3926,Plastic articles nes,73649
India,IND,704,Viet Nam,VNM,3926,Plastic articles nes,936588
Singapore,SGP,704,Viet Nam,VNM,3926,Plastic articles nes,11232360
Slovakia,SVK,704,Viet Nam,VNM,3926,Plastic articles nes,144421
Slovenia,SVN,704,Viet Nam,VNM,3926,Plastic articles nes,36348
South Africa,ZAF,704,Viet Nam,VNM,3926,Plastic articles nes,83424
Spain,ESP,704,Viet Nam,VNM,3926,Plastic articles nes,606790
Sweden,SWE,704,Viet Nam,VNM,3926,Plastic articles nes,719998
Switzerland,CHE,704,Viet Nam,VNM,3926,Plastic articles nes,2126111
Thailand,THA,704,Viet Nam,VNM,3926,Plastic articles nes,36408736
United Arab Emirates,ARE,704,Viet Nam,VNM,3926,Plastic articles nes,13560
Turkey,TUR,704,Viet Nam,VNM,3926,Plastic articles nes,313150
Egypt,EGY,704,Viet Nam,VNM,3926,Plastic articles nes,27802
United Kingdom,GBR,704,Viet Nam,VNM,3926,Plastic articles nes,1218917
United Rep. of Tanzania,TZA,704,Viet Nam,VNM,3926,Plastic articles nes,497
USA,USA,704,Viet Nam,VNM,3926,Plastic articles nes,5127381
Uruguay,URY,704,Viet Nam,VNM,3926,Plastic articles nes,557
Cambodia,KHM,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",102144853
Sri Lanka,LKA,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",2154129
China,CHN,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",408104
Finland,FIN,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",49
France,FRA,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",1119
Germany,DEU,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",52236
Guatemala,GTM,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",196546
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",43981
Indonesia,IDN,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",9804019
Japan,JPN,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",3471
Rep. of Korea,KOR,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",254257
Lao People's Dem. Rep.,LAO,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",49989701
Malaysia,MYS,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",5661383
"Other Asia, nes",,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",1786431
Nigeria,NGA,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",297040
Norway,NOR,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",1514
Philippines,PHL,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",423
India,IND,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",95810
Singapore,SGP,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",132528
Sweden,SWE,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",468
Thailand,THA,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",24857664
USA,USA,704,Viet Nam,VNM,4001,"Natural rubber and gums, in primary form, plates, etc",133022
Australia,AUS,704,Viet Nam,VNM,4002,Synthetic rubber,5779
Austria,AUT,704,Viet Nam,VNM,4002,Synthetic rubber,3094
Belgium,BEL,704,Viet Nam,VNM,4002,Synthetic rubber,3769247
Brazil,BRA,704,Viet Nam,VNM,4002,Synthetic rubber,161833
Canada,CAN,704,Viet Nam,VNM,4002,Synthetic rubber,3879537
China,CHN,704,Viet Nam,VNM,4002,Synthetic rubber,44373344
Denmark,DNK,704,Viet Nam,VNM,4002,Synthetic rubber,5791
Estonia,EST,704,Viet Nam,VNM,4002,Synthetic rubber,50384
France,FRA,704,Viet Nam,VNM,4002,Synthetic rubber,510192
Germany,DEU,704,Viet Nam,VNM,4002,Synthetic rubber,2475918
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4002,Synthetic rubber,1766511
Indonesia,IDN,704,Viet Nam,VNM,4002,Synthetic rubber,1262296
Italy,ITA,704,Viet Nam,VNM,4002,Synthetic rubber,474146
Japan,JPN,704,Viet Nam,VNM,4002,Synthetic rubber,73916056
Rep. of Korea,KOR,704,Viet Nam,VNM,4002,Synthetic rubber,112084312
Malaysia,MYS,704,Viet Nam,VNM,4002,Synthetic rubber,12195407
Mexico,MEX,704,Viet Nam,VNM,4002,Synthetic rubber,286248
"Other Asia, nes",,704,Viet Nam,VNM,4002,Synthetic rubber,85335371
Netherlands,NLD,704,Viet Nam,VNM,4002,Synthetic rubber,39788
Pakistan,PAK,704,Viet Nam,VNM,4002,Synthetic rubber,775
Poland,POL,704,Viet Nam,VNM,4002,Synthetic rubber,39500
Russian Federation,RUS,704,Viet Nam,VNM,4002,Synthetic rubber,12871081
Saudi Arabia,SAU,704,Viet Nam,VNM,4002,Synthetic rubber,141866
India,IND,704,Viet Nam,VNM,4002,Synthetic rubber,909165
Singapore,SGP,704,Viet Nam,VNM,4002,Synthetic rubber,16582843
Slovakia,SVK,704,Viet Nam,VNM,4002,Synthetic rubber,891
Spain,ESP,704,Viet Nam,VNM,4002,Synthetic rubber,3202
Sweden,SWE,704,Viet Nam,VNM,4002,Synthetic rubber,468
Switzerland,CHE,704,Viet Nam,VNM,4002,Synthetic rubber,31
Thailand,THA,704,Viet Nam,VNM,4002,Synthetic rubber,22287924
United Arab Emirates,ARE,704,Viet Nam,VNM,4002,Synthetic rubber,65237
Turkey,TUR,704,Viet Nam,VNM,4002,Synthetic rubber,8276
United Kingdom,GBR,704,Viet Nam,VNM,4002,Synthetic rubber,14263
USA,USA,704,Viet Nam,VNM,4002,Synthetic rubber,10337215
Myanmar,MMR,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,9200
China,CHN,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,3180192
Indonesia,IDN,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,74
Japan,JPN,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,152984
Rep. of Korea,KOR,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,97905
Malaysia,MYS,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,2423476
"Other Asia, nes",,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,2587440
Netherlands,NLD,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,31
India,IND,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,1866985
Thailand,THA,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,38959
United Arab Emirates,ARE,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,6
USA,USA,704,Viet Nam,VNM,4003,Reclaimed rubber in primary forms or in sheets,24200
Austria,AUT,704,Viet Nam,VNM,2926,Nitrile-function compounds,819
Belgium,BEL,704,Viet Nam,VNM,2926,Nitrile-function compounds,1083
China,CHN,704,Viet Nam,VNM,2926,Nitrile-function compounds,8149497
France,FRA,704,Viet Nam,VNM,2926,Nitrile-function compounds,76949
Germany,DEU,704,Viet Nam,VNM,2926,Nitrile-function compounds,333105
Japan,JPN,704,Viet Nam,VNM,2926,Nitrile-function compounds,58720
Rep. of Korea,KOR,704,Viet Nam,VNM,2926,Nitrile-function compounds,289343
"Other Asia, nes",,704,Viet Nam,VNM,2926,Nitrile-function compounds,41936
Netherlands,NLD,704,Viet Nam,VNM,2926,Nitrile-function compounds,3
India,IND,704,Viet Nam,VNM,2926,Nitrile-function compounds,13653
Singapore,SGP,704,Viet Nam,VNM,2926,Nitrile-function compounds,1422
Spain,ESP,704,Viet Nam,VNM,2926,Nitrile-function compounds,68595
Sweden,SWE,704,Viet Nam,VNM,2926,Nitrile-function compounds,3157
Thailand,THA,704,Viet Nam,VNM,2926,Nitrile-function compounds,3763
United Kingdom,GBR,704,Viet Nam,VNM,2926,Nitrile-function compounds,1036576
USA,USA,704,Viet Nam,VNM,2926,Nitrile-function compounds,492388
Australia,AUS,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",3032
Belgium,BEL,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",90091
Brazil,BRA,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",127485
Sri Lanka,LKA,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",1865435
China,CHN,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",3512370
Denmark,DNK,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",6033
France,FRA,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",35203
Germany,DEU,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",670222
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",202285
Indonesia,IDN,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",43072191
Italy,ITA,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",58249
Japan,JPN,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",17063365
Rep. of Korea,KOR,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",21722501
Lao People's Dem. Rep.,LAO,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",783510
Malaysia,MYS,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",664256
"Other Asia, nes",,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",3511154
Netherlands,NLD,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",47719
Poland,POL,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",514
Russian Federation,RUS,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",27439
India,IND,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",1370261
Singapore,SGP,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",2585248
Switzerland,CHE,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",3800
Thailand,THA,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",8402450
Turkey,TUR,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",10229
United Kingdom,GBR,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",917411
USA,USA,704,Viet Nam,VNM,4005,"Compounded unvulcanised rubber, in primary forms",793642
Argentina,ARG,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",986016
Belgium,BEL,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",1699770
Brazil,BRA,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",2132348
Myanmar,MMR,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",899574
Canada,CAN,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",458
China,CHN,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",12039414
Germany,DEU,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",42689
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",3366
Ireland,IRL,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",2
Israel,ISR,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",170000
Italy,ITA,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",1372
Japan,JPN,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",50111
Rep. of Korea,KOR,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",162983
Malaysia,MYS,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",55270
"Other Asia, nes",,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",989644
Netherlands,NLD,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",146901
Russian Federation,RUS,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",44824
India,IND,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",450363
Singapore,SGP,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",2489749
Spain,ESP,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",32
Sweden,SWE,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",3625
Switzerland,CHE,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",174135
Thailand,THA,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",138812
United Kingdom,GBR,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",129486
USA,USA,704,Viet Nam,VNM,2923,"Quaternary ammonium salts, hydroxides, lecithins, etc",1749050
China,CHN,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,2370711
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,176250
Indonesia,IDN,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,135
Italy,ITA,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,3277
Japan,JPN,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,128647
Rep. of Korea,KOR,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,431707
Luxembourg,LUX,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,28
Malaysia,MYS,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,2027377
"Other Asia, nes",,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,143160
