Reporter,Reporter_ISO,Partner_Code,Partner,Partner_ISO,Commodity_Code,Commodity,Trade_Value
Mozambique,MOZ,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",18485
Oman,OMN,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",1775296
Norway,NOR,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",154435045
Pakistan,PAK,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",36079
Peru,PER,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",349679
Philippines,PHL,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",9300
India,IND,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",2057687
Singapore,SGP,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",4741
Thailand,THA,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",4570795
Egypt,EGY,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",1277
United Kingdom,GBR,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",4385473
USA,USA,704,Viet Nam,VNM,302,"Fish, fresh or chilled, whole",1325560
Argentina,ARG,704,Viet Nam,VNM,303,"Fish, frozen, whole",15265068
Australia,AUS,704,Viet Nam,VNM,303,"Fish, frozen, whole",5368426
Bahrain,BHR,704,Viet Nam,VNM,303,"Fish, frozen, whole",9562
Brazil,BRA,704,Viet Nam,VNM,303,"Fish, frozen, whole",4641309
Brunei Darussalam,BRN,704,Viet Nam,VNM,303,"Fish, frozen, whole",29123
Myanmar,MMR,704,Viet Nam,VNM,303,"Fish, frozen, whole",172176
Canada,CAN,704,Viet Nam,VNM,303,"Fish, frozen, whole",31128331
Sri Lanka,LKA,704,Viet Nam,VNM,303,"Fish, frozen, whole",1774122
Chile,CHL,704,Viet Nam,VNM,303,"Fish, frozen, whole",24266765
China,CHN,704,Viet Nam,VNM,303,"Fish, frozen, whole",59534872
Benin,BEN,704,Viet Nam,VNM,303,"Fish, frozen, whole",26487
Denmark,DNK,704,Viet Nam,VNM,303,"Fish, frozen, whole",137581099
Ecuador,ECU,704,Viet Nam,VNM,303,"Fish, frozen, whole",36862515
El Salvador,SLV,704,Viet Nam,VNM,303,"Fish, frozen, whole",28966
Estonia,EST,704,Viet Nam,VNM,303,"Fish, frozen, whole",511926
Fiji,FJI,704,Viet Nam,VNM,303,"Fish, frozen, whole",5147074
France,FRA,704,Viet Nam,VNM,303,"Fish, frozen, whole",13322966
Gambia,GMB,704,Viet Nam,VNM,303,"Fish, frozen, whole",19232
Germany,DEU,704,Viet Nam,VNM,303,"Fish, frozen, whole",9904478
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,303,"Fish, frozen, whole",22328745
Iceland,ISL,704,Viet Nam,VNM,303,"Fish, frozen, whole",19225753
Indonesia,IDN,704,Viet Nam,VNM,303,"Fish, frozen, whole",80704350
Ireland,IRL,704,Viet Nam,VNM,303,"Fish, frozen, whole",1870231
Israel,ISR,704,Viet Nam,VNM,303,"Fish, frozen, whole",118000
Japan,JPN,704,Viet Nam,VNM,303,"Fish, frozen, whole",91448777
Rep. of Korea,KOR,704,Viet Nam,VNM,303,"Fish, frozen, whole",63274267
Lithuania,LTU,704,Viet Nam,VNM,303,"Fish, frozen, whole",310773
Madagascar,MDG,704,Viet Nam,VNM,303,"Fish, frozen, whole",237005
Malaysia,MYS,704,Viet Nam,VNM,303,"Fish, frozen, whole",34507576
Maldives,MDV,704,Viet Nam,VNM,303,"Fish, frozen, whole",306049
Mauritania,MRT,704,Viet Nam,VNM,303,"Fish, frozen, whole",3840208
Mauritius,MUS,704,Viet Nam,VNM,303,"Fish, frozen, whole",4986054
Mexico,MEX,704,Viet Nam,VNM,303,"Fish, frozen, whole",3063940
"Other Asia, nes",,704,Viet Nam,VNM,303,"Fish, frozen, whole",38955449
Morocco,MAR,704,Viet Nam,VNM,303,"Fish, frozen, whole",288656
Mozambique,MOZ,704,Viet Nam,VNM,303,"Fish, frozen, whole",11163
Oman,OMN,704,Viet Nam,VNM,303,"Fish, frozen, whole",62840753
Namibia,NAM,704,Viet Nam,VNM,303,"Fish, frozen, whole",295733
Netherlands,NLD,704,Viet Nam,VNM,303,"Fish, frozen, whole",3118589
New Zealand,NZL,704,Viet Nam,VNM,303,"Fish, frozen, whole",8826199
Norway,NOR,704,Viet Nam,VNM,303,"Fish, frozen, whole",42293597
Pakistan,PAK,704,Viet Nam,VNM,303,"Fish, frozen, whole",77798561
Panama,PAN,704,Viet Nam,VNM,303,"Fish, frozen, whole",145000
Peru,PER,704,Viet Nam,VNM,303,"Fish, frozen, whole",1143909
Philippines,PHL,704,Viet Nam,VNM,303,"Fish, frozen, whole",1050635
Poland,POL,704,Viet Nam,VNM,303,"Fish, frozen, whole",663151
Portugal,PRT,704,Viet Nam,VNM,303,"Fish, frozen, whole",1416798
Russian Federation,RUS,704,Viet Nam,VNM,303,"Fish, frozen, whole",7879577
Senegal,SEN,704,Viet Nam,VNM,303,"Fish, frozen, whole",5430569
Seychelles,SYC,704,Viet Nam,VNM,303,"Fish, frozen, whole",78928
Sierra Leone,SLE,704,Viet Nam,VNM,303,"Fish, frozen, whole",204401
India,IND,704,Viet Nam,VNM,303,"Fish, frozen, whole",346036422
Singapore,SGP,704,Viet Nam,VNM,303,"Fish, frozen, whole",35288243
South Africa,ZAF,704,Viet Nam,VNM,303,"Fish, frozen, whole",477065
Spain,ESP,704,Viet Nam,VNM,303,"Fish, frozen, whole",36883829
Sweden,SWE,704,Viet Nam,VNM,303,"Fish, frozen, whole",159857
Thailand,THA,704,Viet Nam,VNM,303,"Fish, frozen, whole",28295842
United Arab Emirates,ARE,704,Viet Nam,VNM,303,"Fish, frozen, whole",20058843
Turkey,TUR,704,Viet Nam,VNM,303,"Fish, frozen, whole",36943
United Kingdom,GBR,704,Viet Nam,VNM,303,"Fish, frozen, whole",10290406
USA,USA,704,Viet Nam,VNM,303,"Fish, frozen, whole",10432457
Uruguay,URY,704,Viet Nam,VNM,303,"Fish, frozen, whole",8440118
Argentina,ARG,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",22950
Australia,AUS,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",583582
Belgium,BEL,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",1223254
Brazil,BRA,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",131021
Canada,CAN,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",6810236
Sri Lanka,LKA,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",176881
Chile,CHL,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",402165
China,CHN,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",6797793
Denmark,DNK,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",7217424
Estonia,EST,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",620125
Fiji,FJI,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",76835
France,FRA,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",160622
Gambia,GMB,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",26592
Germany,DEU,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",375535
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",1254970
Iceland,ISL,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",269344
Indonesia,IDN,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",18903098
Japan,JPN,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",800333
Rep. of Korea,KOR,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",1320076
Lithuania,LTU,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",746765
Malaysia,MYS,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",2701467
Maldives,MDV,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",102
Mauritania,MRT,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",302211
Mexico,MEX,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",124
"Other Asia, nes",,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",1363407
Morocco,MAR,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",62798
Netherlands,NLD,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",497113
New Zealand,NZL,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",36011
Norway,NOR,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",19258434
Pakistan,PAK,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",1310223
Peru,PER,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",170464
Philippines,PHL,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",21632
Poland,POL,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",28610559
Saudi Arabia,SAU,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",296267
India,IND,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",71587
Singapore,SGP,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",4224804
Spain,ESP,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",2337241
Thailand,THA,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",6523587
United Arab Emirates,ARE,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",145437
Uganda,UGA,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",161518
United Kingdom,GBR,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",941668
United Rep. of Tanzania,TZA,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",3776453
USA,USA,704,Viet Nam,VNM,304,"Fish fillets, fish meat, mince except liver, roe",3183537
Argentina,ARG,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",21378
Australia,AUS,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",61585
Solomon Isds,SLB,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",2388
Myanmar,MMR,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",429780
Canada,CAN,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",499
China,CHN,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",164380
Denmark,DNK,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",160453
Ecuador,ECU,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",84753
Finland,FIN,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",26959
France,FRA,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",114144
Gambia,GMB,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",494715
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",44460315
Iceland,ISL,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",865976
Indonesia,IDN,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",1755020
Japan,JPN,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",122357
Rep. of Korea,KOR,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",96828
Malaysia,MYS,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",1442453
Mauritania,MRT,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",4764
"Other Asia, nes",,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",1283942
Netherlands,NLD,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",15
Norway,NOR,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",2086484
Pakistan,PAK,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",3857087
Panama,PAN,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",49200
Peru,PER,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",134500
Poland,POL,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",27633
Portugal,PRT,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",93579
India,IND,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",1516932
Singapore,SGP,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",1129290
Spain,ESP,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",192865
Thailand,THA,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",92546
United Kingdom,GBR,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",23199
United Rep. of Tanzania,TZA,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",750340
USA,USA,704,Viet Nam,VNM,305,"Fish,cured, smoked, fish meal for human consumption",75390
Argentina,ARG,704,Viet Nam,VNM,306,Crustaceans,40890662
Australia,AUS,704,Viet Nam,VNM,306,Crustaceans,471513736
Bahrain,BHR,704,Viet Nam,VNM,306,Crustaceans,182154
Belgium,BEL,704,Viet Nam,VNM,306,Crustaceans,68951
Brazil,BRA,704,Viet Nam,VNM,306,Crustaceans,8233605
Belize,BLZ,704,Viet Nam,VNM,306,Crustaceans,667303
Myanmar,MMR,704,Viet Nam,VNM,306,Crustaceans,3316895
Cambodia,KHM,704,Viet Nam,VNM,306,Crustaceans,79588
Cameroon,CMR,704,Viet Nam,VNM,306,Crustaceans,111339
Canada,CAN,704,Viet Nam,VNM,306,Crustaceans,39024865
Sri Lanka,LKA,704,Viet Nam,VNM,306,Crustaceans,68563
Chile,CHL,704,Viet Nam,VNM,306,Crustaceans,1070744
China,CHN,704,Viet Nam,VNM,306,Crustaceans,3726117
Denmark,DNK,704,Viet Nam,VNM,306,Crustaceans,2040483
Dominican Rep.,DOM,704,Viet Nam,VNM,306,Crustaceans,215655
Ecuador,ECU,704,Viet Nam,VNM,306,Crustaceans,1070991300
France,FRA,704,Viet Nam,VNM,306,Crustaceans,598982
Gambia,GMB,704,Viet Nam,VNM,306,Crustaceans,506507
Greece,GRC,704,Viet Nam,VNM,306,Crustaceans,698
Honduras,HND,704,Viet Nam,VNM,306,Crustaceans,2174994
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,306,Crustaceans,117580059
Indonesia,IDN,704,Viet Nam,VNM,306,Crustaceans,29462462
Ireland,IRL,704,Viet Nam,VNM,306,Crustaceans,101835
Israel,ISR,704,Viet Nam,VNM,306,Crustaceans,117000
Jamaica,JAM,704,Viet Nam,VNM,306,Crustaceans,193929
Japan,JPN,704,Viet Nam,VNM,306,Crustaceans,241216
Rep. of Korea,KOR,704,Viet Nam,VNM,306,Crustaceans,3005700
Madagascar,MDG,704,Viet Nam,VNM,306,Crustaceans,25
Malaysia,MYS,704,Viet Nam,VNM,306,Crustaceans,31043635
Mauritania,MRT,704,Viet Nam,VNM,306,Crustaceans,392573
Mexico,MEX,704,Viet Nam,VNM,306,Crustaceans,23434681
"Other Asia, nes",,704,Viet Nam,VNM,306,Crustaceans,17998256
Mozambique,MOZ,704,Viet Nam,VNM,306,Crustaceans,84130
Namibia,NAM,704,Viet Nam,VNM,306,Crustaceans,15534
Netherlands,NLD,704,Viet Nam,VNM,306,Crustaceans,824643
New Zealand,NZL,704,Viet Nam,VNM,306,Crustaceans,255334
Norway,NOR,704,Viet Nam,VNM,306,Crustaceans,681019
Pakistan,PAK,704,Viet Nam,VNM,306,Crustaceans,7264916
Panama,PAN,704,Viet Nam,VNM,306,Crustaceans,4441312
Peru,PER,704,Viet Nam,VNM,306,Crustaceans,1026175
Philippines,PHL,704,Viet Nam,VNM,306,Crustaceans,224063
Saudi Arabia,SAU,704,Viet Nam,VNM,306,Crustaceans,74711560
India,IND,704,Viet Nam,VNM,306,Crustaceans,746226993
Singapore,SGP,704,Viet Nam,VNM,306,Crustaceans,5899613
South Africa,ZAF,704,Viet Nam,VNM,306,Crustaceans,13658008
Spain,ESP,704,Viet Nam,VNM,306,Crustaceans,324780
Thailand,THA,704,Viet Nam,VNM,306,Crustaceans,138078741
United Arab Emirates,ARE,704,Viet Nam,VNM,306,Crustaceans,1207594
Egypt,EGY,704,Viet Nam,VNM,306,Crustaceans,765410
United Kingdom,GBR,704,Viet Nam,VNM,306,Crustaceans,9460127
USA,USA,704,Viet Nam,VNM,306,Crustaceans,44085617
Argentina,ARG,704,Viet Nam,VNM,307,Molluscs,1934078
Australia,AUS,704,Viet Nam,VNM,307,Molluscs,13346873
Bahrain,BHR,704,Viet Nam,VNM,307,Molluscs,573044
Brunei Darussalam,BRN,704,Viet Nam,VNM,307,Molluscs,941
Myanmar,MMR,704,Viet Nam,VNM,307,Molluscs,1900485
Canada,CAN,704,Viet Nam,VNM,307,Molluscs,2953985
Sri Lanka,LKA,704,Viet Nam,VNM,307,Molluscs,3676198
Chile,CHL,704,Viet Nam,VNM,307,Molluscs,2643471
China,CHN,704,Viet Nam,VNM,307,Molluscs,10136987
Denmark,DNK,704,Viet Nam,VNM,307,Molluscs,3104953
Ecuador,ECU,704,Viet Nam,VNM,307,Molluscs,2473802
France,FRA,704,Viet Nam,VNM,307,Molluscs,2211756
Greece,GRC,704,Viet Nam,VNM,307,Molluscs,54437
Honduras,HND,704,Viet Nam,VNM,307,Molluscs,439784
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,307,Molluscs,128460700
Indonesia,IDN,704,Viet Nam,VNM,307,Molluscs,61323088
Ireland,IRL,704,Viet Nam,VNM,307,Molluscs,14590
Italy,ITA,704,Viet Nam,VNM,307,Molluscs,55678
Japan,JPN,704,Viet Nam,VNM,307,Molluscs,50421335
Rep. of Korea,KOR,704,Viet Nam,VNM,307,Molluscs,14238988
Madagascar,MDG,704,Viet Nam,VNM,307,Molluscs,76676
Malaysia,MYS,704,Viet Nam,VNM,307,Molluscs,50912851
Mauritania,MRT,704,Viet Nam,VNM,307,Molluscs,1420198
Mexico,MEX,704,Viet Nam,VNM,307,Molluscs,2856541
"Other Asia, nes",,704,Viet Nam,VNM,307,Molluscs,33786901
Morocco,MAR,704,Viet Nam,VNM,307,Molluscs,4092989
Mozambique,MOZ,704,Viet Nam,VNM,307,Molluscs,309
Oman,OMN,704,Viet Nam,VNM,307,Molluscs,14841353
Netherlands,NLD,704,Viet Nam,VNM,307,Molluscs,531732
New Zealand,NZL,704,Viet Nam,VNM,307,Molluscs,766007
Norway,NOR,704,Viet Nam,VNM,307,Molluscs,1136
Pakistan,PAK,704,Viet Nam,VNM,307,Molluscs,2253313
Panama,PAN,704,Viet Nam,VNM,307,Molluscs,312000
Peru,PER,704,Viet Nam,VNM,307,Molluscs,649947
Philippines,PHL,704,Viet Nam,VNM,307,Molluscs,6562666
Romania,ROU,704,Viet Nam,VNM,307,Molluscs,827433
Russian Federation,RUS,704,Viet Nam,VNM,307,Molluscs,78324
Saudi Arabia,SAU,704,Viet Nam,VNM,307,Molluscs,793600
Senegal,SEN,704,Viet Nam,VNM,307,Molluscs,319169
India,IND,704,Viet Nam,VNM,307,Molluscs,168727357
Singapore,SGP,704,Viet Nam,VNM,307,Molluscs,1990795
South Africa,ZAF,704,Viet Nam,VNM,307,Molluscs,92155
Spain,ESP,704,Viet Nam,VNM,307,Molluscs,209508
Switzerland,CHE,704,Viet Nam,VNM,307,Molluscs,15170
Thailand,THA,704,Viet Nam,VNM,307,Molluscs,12823029
United Arab Emirates,ARE,704,Viet Nam,VNM,307,Molluscs,6025124
Turkey,TUR,704,Viet Nam,VNM,307,Molluscs,441960
United Kingdom,GBR,704,Viet Nam,VNM,307,Molluscs,5085925
United Rep. of Tanzania,TZA,704,Viet Nam,VNM,307,Molluscs,17460
USA,USA,704,Viet Nam,VNM,307,Molluscs,41355649
Australia,AUS,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",7700685
Belgium,BEL,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",8009
Czechia,CZE,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",19588
Denmark,DNK,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",71990
France,FRA,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",3056659
Germany,DEU,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",2341683
Indonesia,IDN,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",12125
Ireland,IRL,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",68901
Italy,ITA,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",90211
Japan,JPN,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",18987
Rep. of Korea,KOR,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",4985
Malaysia,MYS,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",51991
Netherlands,NLD,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",7
New Zealand,NZL,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",6661373
Poland,POL,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",147016
Singapore,SGP,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",2536462
Slovakia,SVK,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",29362
Slovenia,SVN,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",28
Spain,ESP,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",6935
Switzerland,CHE,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",90051
Thailand,THA,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",145273
Turkey,TUR,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",15147
United Kingdom,GBR,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",97360
USA,USA,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",2638729
Uruguay,URY,704,Viet Nam,VNM,401,"Milk and cream, neither concentrated nor sweetened",421694
Australia,AUS,704,Viet Nam,VNM,402,"Milk and cream, concentrated or sweetened",40681035
Austria,AUT,704,Viet Nam,VNM,402,"Milk and cream, concentrated or sweetened",109
